ID,CITY,LONGITUDE,LATITUDE,UTMX,UTMY
52305,NEW WESTMINSTER,-122.93093607973775,49.212306016678504,505030.0039999997,5451059.5649999995
51413,BURNABY,-122.93766494136977,49.2214059766366,504539.0999999996,5452070.777000001
52415,BURNABY,-122.93813178958949,49.225532968404366,504504.73000000045,5452529.545
55024,DELTA,-122.92078706215999,49.156471657569746,505775.6629999997,5444853.25
55032,DELTA,-122.92591644129277,49.16530829537675,505400.70299999975,5445835.226
54963,DELTA,-122.92221645223376,49.16217961463165,505670.79000000004,5445487.686000001
58662,DELTA,-122.92968315333518,49.182715779277466,505124.3119999999,5447770.130000001
52353,DELTA,-122.92958210551217,49.180189819126525,505131.9369999999,5447489.329
52618,NEW WESTMINSTER,-122.92515677244492,49.20345127410515,505451.8909999998,5450075.59
53584,NEW WESTMINSTER,-122.92722813080316,49.209491552489176,505300.3590000002,5450746.936000001
53499,NEW WESTMINSTER,-122.9264943614795,49.20974424229697,505353.7759999996,5450775.079
51419,NEW WESTMINSTER,-122.92202631423764,49.20950639157127,505679.233,5450748.9629999995
51432,NEW WESTMINSTER,-122.92787418103364,49.21433091765549,505252.7910000002,5451284.880000001
51418,NEW WESTMINSTER,-122.92533300011351,49.212072999760316,505438.10819999967,5451034.0482
61599,NEW WESTMINSTER,-122.92355779478522,49.21148547008523,505567.46499999985,5450968.862
52241,NEW WESTMINSTER,-122.92342623122492,49.21140618844072,505577.05599999987,5450960.058
52243,NEW WESTMINSTER,-122.92213251156545,49.214699918299125,505670.9040000001,5451326.316
52293,BURNABY,-122.92486181918704,49.22757200719172,505470.7139999997,5452757.098999999
52296,BURNABY,-122.92365860868654,49.22371361720459,505558.75100000016,5452328.251
52252,BURNABY,-122.92352946198221,49.226683831250455,505567.82100000046,5452658.458000001
54935,DELTA,-122.91267346337125,49.14507865188871,506368.7110000001,5443587.361
55023,DELTA,-122.91751050472054,49.15612498459496,506014.6090000002,5444814.966
54931,DELTA,-122.91246631059943,49.159304301129055,506381.9910000004,5445168.818
55033,DELTA,-122.91668301335584,49.16719916865303,506073.58999999985,5446046.130999999
59848,NEW WESTMINSTER,-122.91493599999689,49.20076900008156,506196.7494999999,5449778.190400001
61656,NEW WESTMINSTER,-122.91199733079331,49.201472242503016,506410.73500000034,5449856.614
52478,NEW WESTMINSTER,-122.91250163878092,49.21538050685159,506372.20999999996,5451402.743000001
53590,NEW WESTMINSTER,-122.91134660879933,49.21790591422036,506455.9979999997,5451683.589
55088,DELTA,-122.9016558199254,49.15556079414566,507170.71300000045,5444753.626
54923,DELTA,-122.90690383117928,49.17653252359634,506785.19099999964,5447084.5370000005
58747,NEW WESTMINSTER,-122.90700226589566,49.20586246941949,506774.01099999994,5450345.107000001
60514,NEW WESTMINSTER,-122.90388600038699,49.20666799991663,507000.88790000044,5450434.9408
58411,NEW WESTMINSTER,-122.90336851461764,49.208290149971894,507038.3509999998,5450615.322000001
53620,NEW WESTMINSTER,-122.90898444212864,49.21934798083303,506627.8250000002,5451844.107000001
53579,NEW WESTMINSTER,-122.90699715404722,49.22515035311662,506771.7479999997,5452489.33
55939,DELTA,-122.89654851328517,49.11934557841735,507548.60699999984,5440728.153000001
55046,DELTA,-122.90133618619706,49.140629304395176,507196.18099999987,5443093.751
61251,NEW WESTMINSTER,-122.89982681078172,49.21421697027603,507295.44600000046,5451274.538000001
61676,NEW WESTMINSTER,-122.898435362797,49.212701057274884,507397.0089999996,5451106.15
52326,NEW WESTMINSTER,-122.89974617650654,49.220507037429435,507300.392,5451973.809
52328,NEW WESTMINSTER,-122.89655506096274,49.21813233166362,507533.1270000003,5451710.127
53218,NEW WESTMINSTER,-122.89297552045554,49.22530144140788,507792.6710000001,5452507.476
53101,NEW WESTMINSTER,-122.8929225933505,49.227568756639414,507796.1679999996,5452759.538000001
55514,DELTA,-122.89047699955411,49.10406700015792,507994.0851999996,5439030.2959
55515,Eastbound New McLellan Rd @ Hillside Rd,-122.88524697626222,49.103024780609395,508376,5438915
54870,DELTA,-122.89060400035936,49.11829800041918,507982.5318999998,5440612.305500001
54885,Northbound Scott Rd @ 66 Ave,-122.8901892017178,49.12326033571187,508012,5441164
54869,DELTA,-122.89057099941563,49.12383299976499,507984.05140000023,5441227.6214000005
55198,Northbound Scott Rd @ 84 Ave,-122.8901848567776,49.15625545864103,508007,5444832
55012,Westbound 92 Ave @ 122 St,-122.88518230667351,49.17041219124448,508369.3669999996,5446406.322000001
58468,Southbound 124 St @ Seacrest Dr,-122.87848585251199,49.047240345226555,508879.4419999998,5432714.399
56307,Westbound 24 Ave @ 124B St,-122.87619631646973,49.04584001295301,509047,5432559
55555,Westbound New McLellan Rd @ 124 St,-122.87968544268234,49.10387384872674,508781.7949999999,5439010.017999999
59575,Southbound 124 St @ 59A Ave,-122.87918685055375,49.11057477738953,508817,5439755
61167,Westbound 64 Ave @ 124 St,-122.87962044085634,49.119320812272434,508783.8119999999,5440727.223999999
55828,Northbound 124 St @ 76 Ave,-122.87896178830256,49.141345325846544,508827.9610000001,5443175.716
59134,Westbound 88 Ave @ 12300 Block,-122.87955238748248,49.16332421330418,508781,5445619
59135,Eastbound 88 Ave @ 12400 Block,-122.87858741752368,49.163112414428255,508851.3870000001,5445595.567
55060,Northbound 123A St @ 98 Ave,-122.88040927572911,49.1813118897703,508715.37200000044,5447618.5649999995
55160,Eastbound 114 Ave @ 124 St,-122.87781935007546,49.20982823456405,508899,5450789
57566,Scott Road Station @ Bay 8,-122.87528739286508,49.20415332196998,509084.45409999974,5450158.4252
55096,Scott Road Station @ Bay 7,-122.87495200067639,49.204191999853,509108.87799999956,5450162.7653
56312,Eastbound 16 Ave @ 126A St,-122.87127335807625,49.03125883432312,509409.49700000044,5430938.668
56155,Northbound 128 St @ 16 Ave,-122.86737904124834,49.03207600803602,509694,5431030
56330,Westbound 20 Ave @ 129 St,-122.86381313360603,49.03856572615369,509953.35699999984,5431751.897
55502,Eastbound 72 Ave @ 126 St,-122.87266160239665,49.133799222637286,509288.8770000003,5442337.585000001
55573,Northbound 128 St @ 72 Ave,-122.86771133133888,49.134310983074464,509649.8820000002,5442395.095000001
55571,Northbound 128 St @ 69A Ave,-122.86768179114164,49.12972072482812,509652.9280000003,5441884.8100000005
55635,Eastbound 76 Ave @ 128 St,-122.86685567475763,49.14095674883454,509711,5443134
60601,Northbound 128 St @ 80 Ave,-122.86783636162977,49.14854998736525,509638,5443978
55593,Northbound 128 St @ 84 Ave,-122.86785529699989,49.155696929722446,509635.233,5444772.51
61192,Westbound 88 Ave @ 128 St,-122.86880002561304,49.16270081297926,509565,5445551
55627,Southbound 128 St @ 90 Ave,-122.86813381683803,49.16670570682542,509612.79399999976,5445996.301999999
55626,Southbound 128 St @ 92 Ave,-122.86813822178121,49.169458497890304,509611.9400000004,5446302.324999999
55620,Southbound 128 St @ 100 Ave,-122.86778900010735,49.18415500040492,509634.5433,5447936.159499999
55811,Westbound 108 Ave @ 12800 Block,-122.86597219387482,49.199083702672105,509764,5449596
55434,Eastbound King George Blvd @ 128 St,-122.86576276367398,49.20633168540306,509777.82799999975,5450401.778999999
56154,Westbound 16 Ave @ Amble Greene Blvd,-122.85697637760221,49.031336535267975,510454.5429999996,5430949.176999999
56329,Westbound 20 Ave @ 131 St,-122.86027425750886,49.03856242229711,510212,5431752
55551,Westbound 56 Ave @ 132 St,-122.85769131469804,49.104604287973686,510387,5439094
55524,Northbound 132 St @ 56 Ave,-122.85673084779859,49.10509785009958,510457,5439149
55549,Eastbound Hwy 10 @ 132 St,-122.85576313972506,49.10808313568784,510527,5439481
55548,Southbound 132 St @ 60 Ave,-122.85673950020896,49.11161056719591,510455,5439873
56021,Westbound 72 Ave @ 130 St,-122.86285099995882,49.13390699986819,510004.50320000015,5442350.8155000005
55541,Southbound 132 St @ 72 Ave,-122.85682767911776,49.1333436322273,510444,5442289
55655,Northbound 132 St @ 80 Ave,-122.85670170860074,49.14850972000193,510450,5443975
55661,Northbound 132 St @ 90 Ave,-122.85677285341903,49.166579157404755,510441.01300000027,5445983.738
55662,Northbound 132 St @ 92 Ave,-122.8567626717491,49.170170648935354,510441,5446383
55663,Northbound 132 St @ Huntley Ave,-122.85674111468053,49.17288721846823,510442,5446685
55000,Westbound 96 Ave @ 132 St,-122.8573186671022,49.17719670438491,510399,5447164
55074,Westbound 100 Ave @ 129A St,-122.86269074593838,49.18448044409456,510006,5447973
55667,Southbound 132 St @ 103A Ave,-122.8565517749225,49.1909316267795,510452,5448691
60730,Westbound 115 Ave @ 132 St,-122.85672593354865,49.211414153607834,510435,5450968
56211,Westbound Marine Dr @ 133A St,-122.85172960453677,49.02702843626964,510839,5430471
56209,WHITE ROCK,-122.84517699983813,49.027237999948376,511317.96690000035,5430495.252900001
56098,Eastbound 16 Ave @ 13300 Block,-122.85149674594341,49.03117297403279,510855.1210000003,5430931.764
56317,Eastbound 20 Ave @ 134 St,-122.8504572155016,49.03845024115384,510929.51300000027,5431740.897
56372,Eastbound 24 Ave @ 136 St,-122.84725127747018,49.04567830672437,511162.2050000001,5432544.879000001
56131,Westbound Crescent Rd @ 136 St,-122.84684591208737,49.06299320459351,511187.94099999964,5434469.771
56121,Eastbound Crescent Rd @ 136 St,-122.84490797791564,49.06348803320246,511329.39499999955,5434525.067
55521,Eastbound Hwy 10 @ 13400 Block,-122.85054276312924,49.10810348174935,510908,5439484
55522,Southbound 136 St @ 5700 Block,-122.84565487561837,49.106945632445495,511265,5439356
55650,Westbound 68 Ave @ 134 St,-122.85151099939047,49.126388999748215,510833.3512000004,5441516.615900001
55584,Westbound 76 Ave @ 134A St,-122.85054175230393,49.140966352568434,510900.8679999998,5443137.2870000005
55448,Southbound King George Blvd @ 8200 Block,-122.8459091080984,49.15316593805656,511235.9950000001,5444494.168
55417,Northbound King George Blvd @ 81 Ave,-122.84553834496101,49.15054703054062,511263.62399999984,5444203.084000001
55420,Northbound King George Blvd @ 8600 Block,-122.8455855632964,49.15969682361196,511258.10699999984,5445220.243000001
61196,Westbound 88 Ave @ 133A St,-122.85332743009356,49.16276315572472,510693,5445560
55445,Southbound King George Blvd @ 88 Ave,-122.84599209627625,49.1617641155991,511228,5445450
61198,Eastbound 88 Ave @ King George Blvd,-122.84480965024451,49.162671064658575,511314,5445551
54999,Westbound 96 Ave @ 134 St,-122.85179370767558,49.177159036218065,510801.68200000003,5447160.585999999
54986,Eastbound 96 Ave @ 134 St,-122.85070948161064,49.176991837560024,510880.7400000002,5447142.153999999
58325,Southbound King George Blvd @ 94A Ave,-122.84602375136298,49.173674012446675,511223,5446774
58273,Eastbound Old Yale Rd @ 13500 Block,-122.84750022205549,49.184317459685744,511113,5447957
55611,Southbound University Dr @ 104 Ave,-122.85023598175327,49.19104299567363,510912.16000000015,5448704.272
61677,Surrey Central Station @ Bay 5A,-122.84970799932026,49.189461000410674,510950.97919999994,5448528.479599999
61035,Surrey Central Station @ Bay 12,-122.84777399996831,49.18969899980547,511091.84619999956,5448555.2193
55807,Gateway Station @ Bay 1,-122.85152077409215,49.19900859406868,510816.8099999996,5449589.615
59238,Northbound 136 St @ Bentley Rd,-122.84515341640993,49.2019811430665,511280,5449921
55431,Northbound King George Blvd @ Bolivar Rd,-122.85359191925399,49.20456902301155,510664.73000000045,5450207.4690000005
59242,Southbound 136 St @ 112 Ave,-122.84537503242107,49.20575047148481,511263,5450340
55150,Southbound 136 St @ 113 Ave,-122.84535650693986,49.20728864261079,511264,5450511
56151,Westbound 16 Ave @ 13700 Block,-122.84162094113123,49.03128518711254,511576.98500000034,5430945.698000001
55465,Southbound King George Blvd @ 60 Ave,-122.84003106719986,49.11147151280518,511674.3959999997,5439859.981000001
56019,Newton Exchange @ Bay 4,-122.84259782323949,49.133303827155,511482.03500000015,5442286.634
55688,Newton Exchange @ Bay 7,-122.84179399969528,49.13343000014103,511540.6423000004,5442300.782500001
55538,Newton Exchange @ Bay 1,-122.84176399965472,49.133306000447504,511542.85950000025,5442287.0023
55409,Northbound 138 St @ 7100 Block,-122.83850345264884,49.132069093556936,511781,5442150
55642,Eastbound 76 Ave @ King George Blvd,-122.84353755390974,49.14074927119185,511411.7750000004,5443114.186000001
55779,Westbound 96 Ave @ 140 St,-122.83525789081858,49.17707360146777,512006.87799999956,5447153.579
55840,Eastbound 108 Ave @ 138 St,-122.83920601457845,49.19878867770958,511714,5449567
56206,WHITE ROCK,-122.83027599983163,49.026718000172195,512407.3979000002,5430439.7761
56102,WHITE ROCK,-122.83366426569444,49.03109812942381,512158.6370000001,5430926.148
56323,Westbound 20 Ave @ 142 St,-122.8297618239899,49.038517685854465,512442.0429999996,5431751.582
56129,Westbound Crescent Rd @ 140 St,-122.83290309446812,49.067560406838915,512205.34800000023,5434979.641000001
55691,Northbound 140 St @ 74 Ave,-122.83437447039229,49.13751179172723,512080.8820000002,5442755.703
55729,Southbound 140 St @ 84 Ave,-122.83472529563181,49.15520890333574,512051,5444723
55698,Northbound 140 St @ 84 Ave,-122.83448689051103,49.15588107433766,512068.21999999974,5444797.762
55725,Southbound 140 St @ 90 Ave,-122.83477364833512,49.16604184510306,512044.84700000007,5445927.272
55708,Northbound 140 St @ Green Timbers Way,-122.83419072485329,49.181386797595295,512083.6059999997,5447633.241
55370,Westbound 104 Ave @ 142 St,-122.8289907578159,49.19158674686464,512460,5448768
59286,Eastbound Kindersley Dr @ Grosvenor Rd,-122.83154696211378,49.20674760110624,512270,5450453
55146,Northbound Kindersley Dr @ Grosvenor Rd,-122.83154647318153,49.206891525164984,512270,5450469
59236,Eastbound Gladstone Dr @ Grosvenor Rd,-122.82804403075805,49.207345124299,512525,5450520
53638,COQUITLAM,-122.83361099994984,49.22862700044497,512114.3085000003,5452884.9871
56105,WHITE ROCK,-122.8253719374451,49.03107763020081,512764.7860000003,5430925.231000001
56144,Westbound 16 Ave @ 145 St,-122.81974576216629,49.03123781727189,513176,5430944
55469,Southbound King George Blvd @ 44 Ave,-122.82080067224183,49.0814822364387,513085.69400000013,5436529.301999999
56013,Northbound 144 St @ 57 Ave,-122.82323589800718,49.106822133661424,512901.2980000004,5439345.845000001
55999,Westbound 60 Ave @ 144 St,-122.82411255736329,49.111916292305395,512836,5439912
58574,Northbound 144 St @ 6200 Block,-122.82318134157305,49.11624488072075,512902.8360000001,5440393.356000001
55961,Southbound 144 St @ 66 Ave,-122.82342235006556,49.12240276923141,512883.6540000001,5441077.8719999995
56018,Northbound 144 St @ 70A Ave,-122.82320917897162,49.13122245621288,512896.9199999999,5442058.3719999995
59084,Southbound 144 St @ 76 Ave,-122.82351764689689,49.140556817148514,512872,5443096
55884,Northbound 144 St @ 76 Ave,-122.82327898369084,49.14137524957451,512889.1950000003,5443187.024
55883,Northbound 144 St @ 74A Ave,-122.82328804125903,49.13855774117935,512889.26499999966,5442873.806
55885,Northbound 144 St @ 77A Ave,-122.8233307971596,49.143562137460144,512884.8490000004,5443430.127
55872,Westbound 84 Ave @ 146 St,-122.81834588381062,49.155620574257924,513245.19400000013,5444771.5
55745,Eastbound 88 Ave @ 146 St,-122.81741717495017,49.16274794324705,513311,5445564
55218,Eastbound 104 Ave @ 144 St,-122.82238301616407,49.19143776939357,512941.48900000006,5448752.547
55219,Eastbound 104 Ave @ 146 St,-122.8168314378198,49.191388196686795,513346,5448748
55843,Eastbound 108 Ave @ 144 St,-122.82254213376109,49.19871030518339,512928,5449561
56202,WHITE ROCK,-122.8128731459089,49.02353219324135,513680.4780000001,5430088.615
56236,WHITE ROCK,-122.81269946217984,49.023366977386715,513693.2209999999,5430070.279999999
60320,WHITE ROCK,-122.8075110004892,49.02190199961467,514072.9534,5429908.374
56238,WHITE ROCK,-122.8074760003553,49.02180899969663,514075.5384999998,5429898.042099999
56292,Southbound 148 St @ 18A Ave,-122.81234447247203,49.03491159480523,513716,5431353.710000001
56109,WHITE ROCK,-122.81229622273207,49.03074651260996,513720.67200000025,5430890.704
58481,Northbound 148 St @ 17 Ave,-122.81209668818245,49.033668849491555,513734.45299999975,5431215.604
55474,Southbound King George Blvd @ 32 Ave Diversion,-122.8093649994001,49.05814300035654,513927.2840999998,5433936.7969
55997,Westbound 60 Ave @ 148 St,-122.81296417822801,49.11184513843577,513649.61099999957,5439906.038000001
55969,Eastbound 60 Ave @ 148 St,-122.81173976286864,49.11172586563389,513739,5439893
55895,Northbound 148 St @ 84 Ave,-122.81234012049,49.15598427860206,513683,5444813
55889,Eastbound 84 Ave @ 148 St,-122.8119581507357,49.15544393445165,513711,5444753
55870,Westbound 84 Ave @ 150 St,-122.80732202609876,49.155589213251176,514049,5444770
55948,Northbound 148 St @ 88 Ave,-122.81228451038795,49.163441352664655,513685,5445642
56010,Southbound 148 St @ Fraser Hwy,-122.81243544382858,49.169991265139544,513672.19299999997,5446370.116
56008,Southbound 148 St @ 96 Ave,-122.81237266788402,49.1764128011545,513675,5447084
55951,Northbound 148 St @ 94 Ave,-122.81217714631687,49.173763281019426,513689.9809999997,5446789.492000001
56002,Southbound 150 St @ 104 Ave,-122.8065683994511,49.19096416496435,514093.9040000001,5448702.721000001
55853,Southbound 150 St @ 105 Ave,-122.8065055791446,49.19265769025157,514098,5448891
55135,Westbound 108 Ave @ Oriole Dr,-122.80919947497964,49.19880597360173,513900,5449574
55139,Northbound Surrey Rd @ Wallace Dr,-122.81484701954105,49.20826023472142,513486,5450624
60234,Southbound Surrey Rd @ 115A Ave,-122.81493700002498,49.212398000035606,513478.3212000001,5451083.976199999
55486,Southbound Martin Dr @ W Southmere Cres,-122.80533734688832,49.0324541280819,514228.86099999957,5431081.813999999
55482,Southbound 152 St @ 22 Ave,-122.80132699966049,49.0417160000633,514519.3010999998,5432112.1779
55391,Northbound King George Blvd @ 152 St,-122.8023519255944,49.05287914229359,514441.16500000004,5433352.945
59099,Southbound 152 St @ 36 Ave,-122.80132245497859,49.06692592820421,514512.2929999996,5434914.671
56070,Southbound 152 St @ 48 Ave,-122.80122300825717,49.08942646618906,514513,5437416
58237,Southbound 152 St @ 54A Ave,-122.80123017412939,49.10135447803275,514509,5438742
56044,Northbound 152 St @ 54A Ave,-122.8008869266836,49.10220368807077,514533.80700000003,5438836.470000001
59873,Eastbound Hwy 10 @ 152 St,-122.79987599983733,49.104300999717964,514606.98170000035,5439069.816500001
56066,Southbound 152 St @ 60 Ave,-122.80116522306075,49.11126795422088,514510.8499999996,5439844.066
61185,Eastbound 64 Ave @ 152 St,-122.80029344726233,49.11897135306466,514572.21499999985,5440700.6
56052,Northbound 152 St @ 82 Ave,-122.80118541116433,49.15225956836153,514497.41899999976,5444401.005999999
55898,Northbound 152 St @ 88 Ave,-122.8013276438532,49.163200269785975,514483.85699999984,5445617.237
58515,Westbound 91 Ave @ 152 St,-122.80051247833293,49.168346821745544,514541.77799999993,5446189.527000001
55230,Southbound 152 St @ 94 Ave,-122.80128570032088,49.17319191161853,514484,5446728
55957,Northbound 150 St @ 102A Ave,-122.8063111952362,49.18926091866816,514113.1289999997,5448513.421
55761,Eastbound 104 Ave @ 152 St,-122.79985183927526,49.191385602850495,514583.16500000004,5448750.8440000005
55127,Southbound 150 St @ 10600 Block,-122.80641434948578,49.194933353441336,514104,5449144
55223,Northbound 150 St @ 105 Ave,-122.80629192261654,49.192668243436515,514113.56400000025,5448892.2129999995
55490,WHITE ROCK,-122.79458079257748,49.03099726077912,515015.54899999965,5430921.933
55381,Westbound 16 Ave @ 156 St,-122.79062664281557,49.03116586502484,515304.534,5430941.466
56078,Southbound King George Blvd @ 156 St,-122.78947900046187,49.04207599975966,515385.05790000036,5432154.5326000005
61673,Westbound 24 Ave @ King George Blvd,-122.79478776768282,49.0456969841107,514996,5432556
56034,Northbound King George Blvd @ 156 St,-122.7907599743057,49.04352182313273,515291,5432315
55892,Eastbound 84 Ave @ 154 St,-122.79613133724581,49.155462053912196,514865,5444758
55867,Westbound 84 Ave @ 156 St,-122.79067308833707,49.15558160604074,515262.949,5444772.376
58223,Eastbound 88 Ave @ 156 St,-122.79116303676328,49.16272159220569,515225.0360000003,5445566.017000001
55236,Eastbound Fraser Hwy @ 156 St,-122.78948222511407,49.16134209556574,515348,5445413
55768,Southbound 156 St @ 94 Ave,-122.79013290442093,49.17290232192834,515297,5446698
61959,Westbound Hwy One Offramp @ 156 St,-122.78945541212875,49.19534217939556,515339.44400000013,5449192.747099999
61493,Southbound 156 St @ 108 Ave,-122.78985400023794,49.19843400023194,515309.45019999985,5449536.380899999
59006,PORT COQUITLAM,-122.79054541213254,49.22841673282368,515249.8540000003,5452869.4
56194,WHITE ROCK,-122.78380936207576,49.01664172934549,515807.4550000001,5429328.278999999
56191,WHITE ROCK,-122.77930731513577,49.019797273199785,516135.6160000004,5429680.014
56270,WHITE ROCK,-122.787907000643,49.02388599971971,515505.59300000034,5430132.7469
56254,WHITE ROCK,-122.78237467860983,49.02928150605619,515908.3269999996,5430733.687000001
55379,Westbound 16 Ave @ 160 St,-122.77969525156982,49.03114972419586,516103.5889999997,5430941.934
56073,Northbound 160 St @ 24 Ave,-122.77906699999379,49.04603500003392,516144.69379999954,5432596.8024
58781,Northbound 160 St @ 26 Ave,-122.77911300001809,49.04961799983213,516140.17260000017,5432995.1006000005
58783,Northbound 160 St @ 28 Ave,-122.77909400045611,49.05311600003825,516140.4285000004,5433383.9638
58927,Southbound 160 St @ 30 Ave,-122.7792380006194,49.055953999760455,516128.98900000006,5433699.422800001
58946,Westbound Fraser Hwy @ 159 St,-122.78296044587076,49.15903894510351,515824.20999999996,5445158.305
58950,Eastbound 104 Ave @ 158 St,-122.7837685466265,49.19145696344016,515755,5448762
55493,Eastbound 16 Ave @ 160 St,-122.77867671516671,49.03097324308122,516178.09800000023,5430922.532
55378,Westbound 16 Ave @ King George Blvd,-122.77658422327056,49.03113534130218,516331,5430941
58259,Eastbound 88 Ave @ 162 St,-122.77268718467714,49.162713534806414,516572,5445569
55497,Northbound King George Blvd @ 8th Ave,-122.7622031012648,49.01739732522252,517387,5429417
61205,Eastbound 88 Ave @ 164 St,-122.76709061637528,49.16274735953799,516980,5445574
55918,Eastbound 104 Ave @ Oak Gate,-122.7608343789573,49.191519693032376,517426,5448774
55975,Eastbound 60 Ave @ 168 St,-122.75605008232881,49.11146356206261,517803.2549999999,5439875.429
59046,Westbound 64 Ave @ 168 St,-122.75719099933522,49.11899399999647,517717.30979999993,5440712.3004
60297,Northbound 168 St @ 78A Ave,-122.75647400029986,49.14563899980908,517760.1070999997,5443674.5309
55919,Northbound 168 St @ 104 Ave,-122.7563715267868,49.19199611297715,517751,5448828
59893,Eastbound 64 Ave @ 173A St,-122.74182758787566,49.118718325966,518838.4519999996,5440685.359999999
61620,Eastbound 96 Ave @ 172 St,-122.74526316377437,49.17693193750017,518566,5447156
61623,Westbound 96 Ave @ 173A St,-122.74217493791605,49.17714097277774,518791,5447180
59892,Westbound 64 Ave @ 174A St,-122.73977719841845,49.11889039321616,518988,5440705
55350,Westbound Fraser Hwy @ 176 St,-122.73647152588374,49.1390247379926,519221.42399999965,5442944.119999999
57090,Eastbound Fraser Hwy @ 176 St,-122.73274734789742,49.13704959162898,519493.83499999996,5442725.499
61791,Westbound 24 Ave @ 180 St,-122.72483099976598,49.045730999861235,520108.1118999999,5432575.966600001
55260,Eastbound Hwy 10 @ 180 St,-122.72293531293694,49.10402179762542,520222.9639999997,5439056.456
55270,Northbound 177B St @ 59A Ave,-122.73020010626307,49.11086245858427,519690,5439815
60792,Eastbound 64 Ave @ 177B St,-122.73003688222434,49.118673240832784,519698.81900000013,5440683.346000001
61793,Westbound 24 Ave @ 184 St,-122.71405800009592,49.04574299984455,520895.3482999997,5432580.2118999995
50243,Westbound 24 Ave @ 188 St,-122.70322600001263,49.045794999884215,521686.8783,5432589.032500001
55274,Eastbound 60 Ave @ 185B St,-122.70786707613705,49.11132202577273,521319.6660000002,5439872.130999999
55335,Westbound 60 Ave @ 186 St,-122.70754925023498,49.11144253385098,521342.80900000036,5439885.617000001
60716,Westbound Fraser Hwy @ 18900 Block,-122.69674206827139,49.121573961811286,522127,5441015
60758,Eastbound 72 Ave @ 190 St,-122.69549116660251,49.13354233368477,522212.92399999965,5442345.859999999
57058,Eastbound 96 Ave @ 188 St,-122.70036659582873,49.17692343405941,521838.199,5447167.034
61541,Northbound 194 St @ 64 Ave,-122.68527009766629,49.119501292312194,522965,5440788
57052,Westbound 96 Ave @ 192 St,-122.69220468331766,49.17706357994454,522433,5447185
57060,Eastbound 96 Ave @ 192 St,-122.68921446827464,49.1768840752053,522651.017,5447165.9350000005
61861,PITT MEADOWS,-122.69134999935528,49.21907899988103,522476.2450000001,5451856.059699999
57948,PITT MEADOWS,-122.68838099959166,49.225771999626545,522689.3861999996,5452601.0021
59987,TOWNSHIP OF LANGLEY,-122.67755909075254,49.052921380482985,523559.12799999956,5433388.898
58590,CITY OF LANGLEY,-122.67880963869047,49.11333294804608,523439.3080000002,5440104.26
55328,TOWNSHIP OF LANGLEY,-122.67783946114767,49.11912865191975,523507.36899999995,5440748.853
